kode,display,nama_pemeriksaan,kategori,permintaan_hasil,sumber
44227-7,RF Colon Views W barium contrast PR,RF kolon dengan barium enema,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30815-5,RF Guidance for endoscopy of Biliary ducts and Pancreatic duct-- W contrast retrograde,"RF kombinasi kateterisasi endoskopi sistem duktus bilier dan pankreatikus,",Radiologi,Permintaan & Hasil,bag2/RF - RFA
48465-9,RF Larynx Views,RF laringografi kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37567-5,RF Colon Views W contrast via colostomy,RF lopografi,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86379-5,RF Small bowel Views for loop diversion,RF lopografi distal,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86379-5,RF Small bowel Views for loop diversion,RF lopografi proksimal,Radiologi,Permintaan & Hasil,bag2/RF - RFA
42459-8,RF Gastrointestinal tract upper Views W contrast PO,RF maagduodenography,Radiologi,Permintaan & Hasil,bag2/RF - RFA
43559-4,RF Urinary bladder and Urethra Views W contrast intra bladder during voiding,RF MCU (Micturating Cysto Urethrography),Radiologi,Permintaan & Hasil,bag2/RF - RFA
24947-4,RF Cervical spine Views W contrast IT,RF mielografi cervical,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30808-0,RF Cervical and thoracic and lumbar spine Views W contrast IT,"RF mielografi cervical, thoracal, lumbal",Radiologi,Permintaan & Hasil,bag2/RF - RFA
30811-4,RF Posterior fossa Views W contrast IT,RF mielografi fossa posterior dengan kontras IT,Radiologi,Permintaan & Hasil,bag2/RF - RFA
24974-8,RF Lumbar spine Views W contrast IT,RF mielografi lumbal degan kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
24974-8,RF Lumbar spine Views W contrast IT,RF mielografi lumbosakral,Radiologi,Permintaan & Hasil,bag2/RF - RFA
38103-8,RF Spine Cervical and Spine Lumbar Views W contrast IT,RF mielografi servikal & lumbal,Radiologi,Permintaan & Hasil,bag2/RF - RFA
24985-4,RF Thoracic spine Views W contrast IT,RF mielografi torakal,Radiologi,Permintaan & Hasil,bag2/RF - RFA
42459-8,RF Gastrointestinal tract upper Views W contrast PO,RF OMD kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86413-2,RF Guidance for placement of long feeding tube in Gastrointestinal tract,"RF pemasangan tabung gastrointestinal panjang (seperti Miller-Abbott), termasuk fluoroskopi dan film multipel,",Radiologi,Permintaan & Hasil,bag2/RF - RFA
86409-0,RF Rectum Views for rectal dysfunction W barium contrast PR,RF rectografi,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86388-6,RF Kidney and Ureter and Urinary bladder Views W contrast retrograde,RF RPG (Retrograde Pyelography) dengan kontras retrograde,Radiologi,Permintaan & Hasil,bag2/RF - RFA
24902-9,RF Salivary gland Views W contrast intra salivary duct,RF sialografi,Radiologi,Permintaan & Hasil,bag2/RF - RFA
26067-9,RF Salivary gland - bilateral Views W contrast intra salivary duct,RF sialografi bilateral,Radiologi,Permintaan & Hasil,bag2/RF - RFA
24912-8,RF Sinus tract Views W contrast intra sinus tract,RF sinus fistula atau abses dengan kontras intra sinus,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86398-5,RF Cerebral cisterns Views W contrast IT,RF sisternografi kontras IT,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37569-1,RF Urinary bladder Views W contrast via suprapubic tube,RF sistografi kontras suprapubik,Radiologi,Permintaan & Hasil,bag2/RF - RFA
25022-5,RF Uterus and Fallopian tubes Views W contrast IU,RF sonde uterus,Radiologi,Permintaan & Hasil,bag2/RF - RFA
65799-9,RF Kidney - bilateral Single view for cyst,RF studi kista renal,Radiologi,Permintaan & Hasil,bag2/RF - RFA
24912-8,RF Sinus tract Views W contrast intra sinus tract,RF traktus sinus,Radiologi,Permintaan & Hasil,bag2/RF - RFA
25016-7,RF Urethra Views W contrast intra urethra,RF urethrografi,Radiologi,Permintaan & Hasil,bag2/RF - RFA
25020-9,RF Urinary bladder and Urethra Views W contrast retrograde via urethra,RF uretrosistografi retrograd,Radiologi,Permintaan & Hasil,bag2/RF - RFA
24923-5,RF Small bowel Views W positive contrast via enteroclysis tube,RF usus halus melalui tabung enteroklisis,Radiologi,Permintaan & Hasil,bag2/RF - RFA
75853-2,RF Vagina Views W contrast VG,RF vaginogram,Radiologi,Permintaan & Hasil,bag2/RF - RFA
39151-6,RF Vas deferens Views W contrast intra vas deferens,RF vasografi,Radiologi,Permintaan & Hasil,bag2/RF - RFA
70924-6,RF Guidance for percutaneous vertebroplasty of Lumbar spine,"RF vertebroplasty lumbal perkutan dengan pedoman fluoroskopi,",Radiologi,Permintaan & Hasil,bag2/RF - RFA
70923-8,RF Guidance for percutaneous vertebroplasty of Cervical spine,"RF vertebroplasty servikal perkutan dengan pedoman fluoroskopi,",Radiologi,Permintaan & Hasil,bag2/RF - RFA
70925-3,RF Guidance for percutaneous vertebroplasty of Thoracic spine,"RF vertebroplasty thorakal perkutan dengan pedoman fluoroskopi,",Radiologi,Permintaan & Hasil,bag2/RF - RFA
86440-5,RF Seminal vesicle Views W contrast intra seminal vesicle,RF vesikulogram,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30838-7,RFA Aorta and Femoral artery - bilateral Runoff W contrast IA,RFA aorta abdominal dengan iliofemoral ekstremitas bawah bilateral dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30837-9,RFA Abdominal Aorta Views W contrast IA,RFA aorta abdominal dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86394-4,RFA Thoracic Aorta Views W contrast IA,RFA aorta thorakal dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30834-6,RFA Renal artery - bilateral Views W contrast IA,RFA arteri ginjal bilateral dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86414-0,RFA Renal arteries - unilateral Views W contrast IA,RFA arteri ginjal unilateral dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
39097-1,RFA Carotid artery - bilateral and Cerebral artery - bilateral Views W contrast IA,RFA arteri karotis bilateral dan arteri serebral bilateral dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
39098-9,RFA Carotid artery.cervical.bilateral Views W contrast IA,RFA arteri karotis cervical bilateral dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37945-3,RFA Carotid artery.cervical - right Views W contrast IA,RFA arteri karotis cervical kanan dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
38863-7,RFA Carotid artery.cervical - left Views W contrast IA,RFA arteri karotis cervical kiri dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37944-6,RFA Carotid artery and Cerebral artery - right Views W contrast IA,RFA arteri karotis dan arteri serebral kanan dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
38862-9,RFA Carotid artery and Cerebral artery - left Views W contrast IA,RFA arteri karotis dan arteri serebral kiri dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30820-5,RFA Carotid artery.external - bilateral Views W contrast IA,RFA arteri karotis eksterna bilateral dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37948-7,RFA Carotid artery.external - right Views W contrast IA,RFA arteri karotis eksterna kanan dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37390-2,RFA Carotid artery.external - left Views W contrast IA,RFA arteri karotis eksterna kiri dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30829-6,RFA Internal thoracic artery Views W contrast IA,RFA arteri mammaria dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30830-4,RFA Pulmonary artery - bilateral Views W contrast IA,RFA arteri pulmonal bilateral dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86418-1,RFA Pulmonary arteries - unilateral Views W contrast IA,RFA arteri pulmonal unilateral dengan kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30824-7,RFA Intercranial vessel and Neck Vessel Views W contrast,RFA arteri servikoserebral dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30824-7,RFA Intercranial vessel and Neck Vessel Views W contrast,RFA arteri vertebra cervical dan/atau intrakranial dengan kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
25026-6,RFA Guidance for placement of venous filter in Inferior vena cava-- W contrast IV,RFA guidance penempatan filter fena pada vena cava inferior,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86461-1,RFA Adrenal vessel Views,RFA pembuluh darah adrenal bilateral,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86461-1,RFA Adrenal vessel Views,RFA pembuluh darah adrenal unilateral,Radiologi,Permintaan & Hasil,bag2/RF - RFA
42157-8,RFA Extremity vessels Views W contrast IV,RFA pembuluh darah ekstremitas bilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
94095-7,RFA Extremity vessels Unilateral Views W contrast IV,RFA pembuluh darah ekstremitas unilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37640-0,RFA Renal vessels Views W contrast,RFA pembuluh darah ginjal,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37640-0,RFA Renal vessels Views W contrast,RFA pembuluh darah ginjal bilateral dengan kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30851-0,RFA Extremity lymphatic vessels - bilateral Views W contrast intra lymphatic,RFA pembuluh darah limfatik ekstremitas bilateral dengan kontras intra lymphatic,Radiologi,Permintaan & Hasil,bag2/RF - RFA
38812-4,RFA Extremity lymphatic vessels - right Views W contrast intra lymphatic,RFA pembuluh darah limfatik ekstremitas kanan dengan kontras intra lymphatic,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37599-8,RFA Extremity lymphatic vessels - left Views W contrast intra lymphatic,RFA pembuluh darah limfatik ekstremitas kiri dengan kontras intra lymphatic,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37598-0,RFA Abdominal and pelvic lymphatic vessels - bilateral Views W contrast intra lymphatic,RFA pembuluh darah limfatik pelvis dan abdomen bilateral dengan kontras intra lymphatic,Radiologi,Permintaan & Hasil,bag2/RF - RFA
38811-6,RFA Abdominal and pelvic lymphatic vessels - right Views W contrast intra lymphatic,RFA pembuluh darah limfatik pelvis dan abdomen kanan dengan kontras intra lymphatic,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37596-4,RFA Abdominal and pelvic lymphatic vessels - left Views W contrast intra lymphatic,RFA pembuluh darah limfatik pelvis dan abdomen kiri dengan kontras intra lymphatic,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37615-2,RFA Pelvis vessels Views W contrast,RFA pembuluh darah pelvis dengan kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
64141-5,RFA Renal vessels - right Views W contrast,RFA pembuluh darah renal kanan,Radiologi,Permintaan & Hasil,bag2/RF - RFA
64140-7,RFA Renal vessels - left Views W contrast,RFA pembuluh darah renal kiri,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86460-3,RFA Spine vessel Views,RFA pembuluh darah spinal,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37981-8,RFA Visceral vessels Views W contrast,RFA pembuluh darah viseral dengan kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30841-1,RFA Portal vein Views W contrast transhepatic,RFA percutaneous transhepatic portography dengan kontras transhepatic,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30816-3,RFA Peritoneum Views W contrast percutaneous intraperitoneal,RFA peritoneogram,Radiologi,Permintaan & Hasil,bag2/RF - RFA
24991-2,RFA Splenic vein and Portal vein Views W contrast IA,RFA splenoportografi dengan kontras IA,Radiologi,Permintaan & Hasil,bag2/RF - RFA
94094-0,RFA Unspecified body region Limited Views for therapy or embolization or infusion W contrast via existing catheter,RFA terapi transkateter infus dengan kontras melalui kateter,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30844-5,RFA Adrenal vein - bilateral Views W contrast IV,RFA vena adrenal bilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37940-4,RFA Adrenal vein - right Views W contrast IV,RFA vena adrenal kanan dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37602-0,RFA Adrenal vein - left Views W contrast IV,RFA vena adrenal kiri dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30845-2,RFA Inferior vena cava Views W contrast IV,RFA vena cava inferior dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30645-6,RFA Superior vena cava Views W contrast IV,RFA vena cava superior dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37412-4,RFA Extremity veins - bilateral Views W contrast IV,RFA vena ekstremitas bilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86396-9,RFA Extremity veins - unilateral Views W contrast IV,RFA vena ekstremitas unilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30819-7,RFA Epidural veins Views W contrast IV,RFA vena epidural dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30846-0,RFA Renal vein - bilateral Views W contrast IV,RFA vena ginjal bilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86415-7,RFA Renal vein - unilateral Views W contrast IV,RFA vena ginjal unilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
39096-3,RFA Hepatic veins Views for hemodynamics W contrast IV,RFA vena hepatik evaluasi hemodinamik dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
39093-0,RFA Hepatic veins Views W contrast IV,RFA vena hepatik tanpa evaluasi hemodinamik dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
30825-4,RFA Orbit veins Views W contrast IV,RFA vena orbita dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37195-5,RFA Cerebral vein Views W contrast IV,RFA vena sinus sagitalis superior dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
37969-3,RFA Sinus vein Views W contrast IV,RFA vena sinus venosus (petrosus dan sagital inferior) atau jugular dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/RF - RFA
25020-9,RF Urinary bladder and Urethra Views W contrast retrograde via urethra,Urethrocystogram bipolar,Radiologi,Permintaan & Hasil,bag2/RF - RFA
25016-7,RF Urethra Views W contrast intra urethra,Urethrography pericatheter,Radiologi,Permintaan & Hasil,bag2/RF - RFA
86395-1,RF videography Hypopharynx and Esophagus Views for swallowing function W speech and W barium contrast PO,Videofluoroscopic Swallow Study (VFSS),Radiologi,Permintaan & Hasil,bag2/RF - RFA
24682-7,RF videography Hypopharynx and Esophagus Views W liquid and paste contrast PO during swallowing,Videofluoroscopic Swallow Study (VFSS),Radiologi,Permintaan & Hasil,bag2/RF - RFA
24681-9,RF videography Hypopharynx and Esophagus Views,Videofluoroscopic Swallow Study (VFSS) tanpa kontras,Radiologi,Permintaan & Hasil,bag2/RF - RFA
43559-4,RF Urinary bladder and Urethra Views W contrast intra bladder during voiding,Voiding Cystourethrogram (VCUG),Radiologi,Permintaan & Hasil,bag2/RF - RFA
36134-5,MR Abdomen W contrast IV,MR abdomen atas dengan kontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
30668-8,MR Abdomen WO contrast,MR abdomen atas nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36134-5,MR Abdomen W contrast IV,MR abdomen atas nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
97393-3,MR Abdomen and Pelvis W contrast IV,MR abdomen bawah dan pelvis dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
97391-7,MR Abdomen and Pelvis WO contrast,MR abdomen bawah dan pelvis nonkontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36237-6,MR Pelvis W contrast IV,MR abdomen bawah dengan kontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36134-5,MR Abdomen W contrast IV,MR abdomen bawah dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
30673-8,MR Pelvis WO contrast,MR abdomen bawah nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36134-5,MR Abdomen W contrast IV,MR abdomen dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
97393-3,MR Abdomen and Pelvis W contrast IV,MR abdomen lengkap (abdomen atas + pelvis) dengan kontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
97391-7,MR Abdomen and Pelvis WO contrast,MR abdomen lengkap (abdomen atas + pelvis) nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
97392-5,MR Abdomen and Pelvis WO and W contrast IV,MR abdomen lengkap (abdomen atas + pelvis) nonkontras diikuti dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
30668-8,MR Abdomen WO contrast,MR abdomen nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
24557-1,MR Abdomen WO and W contrast IV,MR abdomen nonkontras diikuti dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
39141-7,MR Bone marrow,MR aliran darah sumsum tulang,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
69175-8,MR Forearm - bilateral W contrast IV,MR antebrachi bilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
69176-6,MR Forearm - bilateral WO contrast,MR antebrachi bilateral nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36186-5,MR Forearm W contrast IV,MR antebrachi dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36190-7,MR Forearm - right W contrast IV,MR antebrachi kanan dengan kontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36188-1,MR Forearm - left W contrast IV,MR antebrachi kiri dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
30683-7,MR Forearm WO contrast,MR antebrachi nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
69184-0,MR Shoulder - bilateral W contrast IV,MR bahu bilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36525-4,MR Shoulder - bilateral WO contrast,MR bahu bilateral nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36251-7,MR Shoulder W contrast IV,MR bahu dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
30693-6,MR Shoulder WO contrast,MR bahu nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
24590-2,MR Brain,MR brain,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
24748-6,MR Heart,MR cardiac,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36197-2,MR Heart W contrast IV,MR cardiac dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
58750-1,MR Heart W stress,MR cardiac dengan stress imaging,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36482-8,MR Heart WO contrast,MR cardiac nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36482-8,MR Heart WO contrast,MR cardiac nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
95923-9,MR Heart W stress and W contrast IV,MR cardiac nonkontras stress imaging diikuti dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
39140-9,MR Heart cine for blood flow velocity mapping,MR cardiac untuk mapping kecepatan aliran,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
24802-1,MR Knee,MR cartigram + genu dengan kontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36127-9,MR Knee - right Arthrogram,MR cartigram + genu kanan dengan kontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36126-1,MR Knee - left Arthrogram,MR cartigram + genu kiri dengan kontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
36155-0,MR Internal auditory canal W contrast IV,MR CISS/cochlea dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
30658-9,MR Internal auditory canal WO contrast,MR CISS/cochlea nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
42694-0,MR Clavicle W contrast IV,MR clavikula dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
42302-0,MR Clavicle WO contrast,MR clavikula nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
42695-7,MR Lower leg - bilateral W contrast IV,MR cruris bilateral dengan kontras IV,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
69185-7,MR Lower leg - bilateral WO contrast,MR cruris bilateral nonkontras,Radiologi,Permintaan & Hasil,bag2/MRI - MRA
